ELCODE,G_RANK,ELEMENT_SUBNATIONAL_ID,SNAME,SCOMNAME,S_RANK,EO_TRACK_STATUS_DESC
IMGAS80130,G1,7897.0,Ogaridiscus subrupicola,Southern tightcoil,SH,Track all extant and selected historical EOs
IIHEM83010,G4,7313.0,Cardiastethus borealis,Boreal minute pirate bug,S2,Track all extant and selected historical EOs
IMGASM0310,G5,8017.0,Physella virginea,Sunset physa,S1S2,Track all extant and selected historical EOs
IIPLE03530,G1,7692.0,Capnura anas,Duckhead snowfly,S1,Track all extant and selected historical EOs
IMGASC7031,G4G5T2,7922.0,Monadenia fidelis minor,Dalles sideband,S2,Track all extant and selected historical EOs
IMGASN2012,GNRT1,8035.0,Vorticifex effusa diagonalis,Lined ramshorn,S1,Track all extant and selected historical EOs
IMGASM0060,G3,8010.0,Physella columbiana,Rotund physa,SH,Track all extant and selected historical EOs
IMGASL9060,G3G4,8009.0,Physa megalochlamys,Large-mantle physa,S1,Track all extant and selected historical EOs
IIHEM34020,G5,7305.0,Acalypta lillianis,Lillian's lace bug,S1?,Track all extant and selected historical EOs
ICMAL31020,G3G4,7198.0,Pacifastacus connectens,Snake River pilose crayfish,S1,Track all extant and selected historical EOs
ILARAA7020,G1G2,7875.0,Taracus silvestrii,A cave obligate harvestman,S1,Track all extant and selected historical EOs
IITRIC7010,G2G3,7852.0,Lepania cascada,A caddisfly,S2S3,Track all extant and selected historical EOs
IITRI19390,G3,7780.0,Rhyacophila leechi,A caddisfly,S3,Track all extant and selected historical EOs
IMGASG3320,G2,7960.0,Fluminicola sp. 20,Crooked Creek pebblesnail,S2,Track all extant and selected historical EOs
IILEP66092,G4T3,7370.0,Polites sonora siris,Sonora skipper,S3?,Track all extant and selected historical EOs
IITRI19650,G4G5,7789.0,Rhyacophila kincaidi,Kincaid's free-living caddisfly,S1S2,Track all extant and selected historical EOs
IITRIA3190,G1G3,365428.0,Neophylax smithi,A caddisfly,S1S2,Track all extant and selected historical EOs
IICOLJB010,G1G2,7255.0,Stygoporus oregonensis,A cave obligate beetle,S1,Track all extant and selected historical EOs
IMGASF8010,G1,7936.0,Colligyrus depressus,Harney Basin duskysnail,S2,Track all extant and selected historical EOs
IICOL4H010,G3,7233.0,Agonum belleri,Beller's ground beetle,S1,Track all extant and selected historical EOs
IIODO14170,G5,7591.0,Aeshna subarctica,Subarctic darner,S2?,Track all extant and selected historical EOs
IMGASG3120,G3,7940.0,Fluminicola turbiniformis,Turban pebblesnail,S3,Track all extant and selected historical EOs
IILEPK405K,G4G5T1,7524.0,Euphydryas editha taylori,Taylor's checkerspot,S1,Track all extant and selected historical EOs
ITUNI83010,G1G2,8049.0,Macromastus umpqua,A cave obligate millipede,S1,Track all extant and selected historical EOs
IMGASB2030,G1G2,7912.0,Megomphix lutarius,Umatilla megomphix,S1S2,Track all extant and selected historical EOs
IIPLE08040,G1,7697.0,Paracapnia ensicala,Sword snowfly,S1,Track all extant and selected historical EOs
IMGASC7033,G4G5T1,7923.0,Monadenia fidelis ssp. 1,Deschutes sideband,S1,Track all extant and selected historical EOs
IIHEMA2021,G3T3,7334.0,Vanduzeeina borealis californica,California shield-backed bug,SH,Track all extant and selected historical EOs
IMGASG3290,G1,7957.0,Fluminicola sp. 17,Tuscan pebblesnail,S1,Track all extant and selected historical EOs
IMGASG3300,G1,7958.0,Fluminicola sp. 18,Wood River pebblesnail,S1,Track all extant and selected historical EOs
IITRI19380,G3,7779.0,Rhyacophila chandleri,A caddisfly,S3,Track all extant and selected historical EOs
IMGAS59050,G3G4,7891.0,Hemphillia glandulosa,Warty jumping-slug,S1?,Track all extant and selected historical EOs
IIPLE06150,G2,7695.0,Mesocapnia yoloensis,Yolo snowfly,S1,Track all extant and selected historical EOs
IIEPH39070,G1G2,12374.0,Rhithrogena decora,A mayfly,S1,Track all extant and selected historical EOs
IILEP72040,G4,7376.0,Ochlodes yuma,Yuma skipper,S2,Track all extant and selected historical EOs
IMGAS20110,G5,11623.0,Vertigo columbiana,Columbia vertigo,S3?,Track all extant and selected historical EOs
IMGAS49020,G4,7889.0,Radiodiscus abietum,Fir pinwheel,S1,Track all extant and selected historical EOs
IMGASG3170,G2,7945.0,Fluminicola sp. 5,Klamath pebblesnail,S1S2,Track all extant and selected historical EOs
IILEP65209,G5T2,13857.0,Hesperia colorado oregonia,Oregon branded skipper,S2,Track all extant and selected historical EOs
IITRIC6010,G1,7849.0,Allomyia scotti,Scott's apatanian caddisfly,S1S2,Track all extant and selected historical EOs
IMGASG3500,G3,365449.0,Fluminicola fuscus,Columbia pebblesnail,S2,Track all extant and selected historical EOs
IMGASC1010,GHQ,9735.0,Gliabates oregonius,Salamander slug,SH,Track all extant and selected historical EOs
IMBIV04110,G5,7882.0,Anodonta oregonensis,Oregon floater,S3?,Track all extant and selected historical EOs
IMGASJ0010,G1G2,7962.0,Pyrgulopsis archimedis,Archimedis springsnail,S1,Track all extant and selected historical EOs
IIHYM24010,G1,7336.0,Bombus franklini,Franklin's bumblebee,S1,Track all extant and selected historical EOs
ICMAL02020,G1,7194.0,Amerigoniscus malheurensis,Malheur isopod,S1,Track all extant and selected historical EOs
IICOL0D0G0,G1G2,7232.0,Omus cazieri,Mount Ashland night-stalking tiger beetle,S1,Track all extant and selected historical EOs
