ELCODE,G_RANK,ELEMENT_SUBNATIONAL_ID,SNAME,SCOMNAME,S_RANK,EO_TRACK_STATUS_DESC
PDCAM0E0C0,G5,8491.0,Lobelia dortmanna,Water lobelia,S1,Track all extant and selected historical EOs
PDGEN060S0,G2,8661.0,Gentiana setigera,Waldo gentian,S2,Track all extant and selected historical EOs
PMPOA171M0,G3,9321.0,Calamagrostis breweri,Brewer reedgrass,S2,Track all extant and selected historical EOs
PDRAN0B160,G4G5,8871.0,Delphinium nudicaule,Red larkspur,S2,Track all extant and selected historical EOs
PDHYD0C2N0,G3,8695.0,Phacelia leonis,Siskiyou phacelia,S1,Track all extant and selected historical EOs
PDBRA1M0A0,G5,9464.0,Lepidium dictyotum,Alkali peppergrass,S1,Track all extant and selected historical EOs
PMPOA2H090,G5,13854.0,Elymus hirsutus,Hairy wildrye,S2?,Track all extant and selected historical EOs
PMCYP0A060,G5,9174.0,Eriophorum chamissonis,Russet cotton-grass,S2?,Track all extant and selected historical EOs
PDBOR0V0D0,G4,8407.0,Plagiobothrys greenei,Greene's popcorn flower,S2?,Track all extant and selected historical EOs
PMPOA070B0,G4,365924.0,Alopecurus saccatus,Pacific meadow foxtail,SNR,Track all extant and selected historical EOs
PMJUN011X0,G4G5,13840.0,Juncus mexicanus,Mexican rush,S2?,Track all extant and selected historical EOs
PDRHA0C062,G5,8896.0,Rhamnus ilicifolia,Redberry,S1,Track all extant and selected historical EOs
PDAPI0U0V0,G4,8191.0,Cymopterus purpurascens,Purple cymopterus,S2,Track all extant and selected historical EOs
PMLIL0C0F0,G5,9238.0,Brodiaea terrestris,Dwarf brodiaea,S2,Track all extant and selected historical EOs
PDCLL010C0,G3,13863.0,Callitriche trochlearis,Wheel fruited water-starwort,S2?,Track all extant and selected historical EOs
PDSCR10010,G5,11941.0,Limosella acaulis,Owyhee mudwort,SNR,Track all extant and selected historical EOs
PDSCR1L2M0,G3,9042.0,Penstemon glaucinus,Blue-leaved penstemon,S3,Track all extant and selected historical EOs
PDSCR1L520,G4?,9049.0,Penstemon pratensis,White-flowered penstemon,SNR,Track all extant and selected historical EOs
PDLYT01050,G5,8726.0,Ammannia robusta,An ammannia,S1,Track all extant and selected historical EOs
PPOPH020F0,G4,9394.0,Ophioglossum pusillum,Adder's-tongue,S1,Track all extant and selected historical EOs
PDGEN06290,G5,8660.0,Gentiana prostrata,Moss gentian,S2,Track all extant and selected historical EOs
PDCLL01070,G4,8519.0,Callitriche marginata,Winged water-starwort,S2,Track all extant and selected historical EOs
PDONA06100,G3,8769.0,Epilobium siskiyouense,Siskiyou willow-herb,S2,Track all extant and selected historical EOs
PDHYD0C2S1,G4T3,365350.0,Phacelia lutea var. calva,Owyhee phacelia,S2?,Track all extant and selected historical EOs
PDCRA0A190,G4,366021.0,Sedum rupicola,Cascade stonecrop,S1,Track all extant and selected historical EOs
PDSAL024K0,G5,12088.0,Salix nivalis,Snow willow,S2S3,Track all extant and selected historical EOs
PDPLU02010,G4,8838.0,Limonium californicum,Western marsh-rosemary,S2,Track all extant and selected historical EOs
PDAST21010,G4,8272.0,Chaetadelpha wheeleri,Wheeler's skeleton-weed,S2,Track all extant and selected historical EOs
PPOPH010Q0,G4,9387.0,Botrychium hesperium,Western moonwort,S1,Track all extant and selected historical EOs
PDPOR09090,G4,11962.0,Calyptridium roseum,Rosy pussypaws,S1,Track all extant and selected historical EOs
PDAST3M490,G4,12820.0,Erigeron vagus,Rambling fleabane,SNR,Track all extant and selected historical EOs
PDVAL02012,G4TNR,365326.0,Plectritis ciliosa ssp. insignis,Longspur seablush,SNR,Track all extant and selected historical EOs
PMPOA040K0,G2Q,9318.0,Agrostis hendersonii,Henderson's bentgrass,SH,Track all extant and selected historical EOs
PPOPH010J0,G3G4,9384.0,Botrychium paradoxum,Twin-spike moonwort,S1,Track all extant and selected historical EOs
PDMAL110F9,G4G5T2,8740.0,Sidalcea malviflora ssp. patula,Coast checker bloom,S1,Track all extant and selected historical EOs
PDSCR1L4V0,G3,9047.0,Penstemon peckii,Peck's penstemon,S3,Track all extant and selected historical EOs
PDAST4M050,G5,9563.0,Helianthella quinquenervis,Nodding helianthella,SNR,Track all extant and selected historical EOs
PDVIO040Y2,G5T2,9073.0,Viola primulifolia ssp. occidentalis,Western bog violet,S2,Track all extant and selected historical EOs
PMCYP0Q0T0,G5,9182.0,Schoenoplectus heterochaetus,Slender bulrush,SH,Track all extant and selected historical EOs
PMPOA4Z212,G5T5,366018.0,Poa pratensis ssp. alpigena,Alpine Kentucky bluegrass,SNR,Track all extant and selected historical EOs
PMPOA2H047,G5T5,14052.0,Elymus canadensis var. canadensis,Canada wildrye,SNR,Track all extant and selected historical EOs
PDPLN020E0,G5,8835.0,Plantago eriopoda,Hairy-foot plantain,SNR,Track all extant and selected historical EOs
PPOPH010D0,G2,9381.0,Botrychium pumicola,Pumice grape-fern,S2,Track all extant and selected historical EOs
PDBRA2N030,G2G3,8471.0,Thelypodium eucosmum,Arrow-leaf thelypody,S2,Track all extant and selected historical EOs
PDLYT0B030,G5,8727.0,Rotala ramosior,Toothcup,S2,Track all extant and selected historical EOs
PDAPI18060,G4,418170.0,Ligusticum filicinum,Fern-leaf lovage,SNR,Track all extant and selected historical EOs
PDFAB3Z0D0,G2,413676.0,Thermopsis robusta,Showy golden-banner,S1,Track all extant and selected historical EOs
PMJUN010H0,G4,9194.0,Juncus bryoides,Mosslike dwarf rush,S2?,Track all extant and selected historical EOs
PPOPH010V0,G5,9391.0,Botrychium pinnatum,Pinnate grape-fern,S3,Track all extant and selected historical EOs
PDBOR0J080,G5,8404.0,Heliotropium curassavicum,Salt heliotrope,S2,Track all extant and selected historical EOs
PDBRA2E060,G4,365339.0,Stanleya viridiflora,Perennial stanleya,SNR,Track all extant and selected historical EOs
PMLIL0D140,G2,9251.0,Calochortus persistens,Siskiyou mariposa lily,S1,Track all extant and selected historical EOs
PDAPI1B1T0,G4,8213.0,Lomatium serpentinum,Snake Canyon desert-parsley,S4,Track all extant and selected historical EOs
PDRAN0L0E0,G3,8882.0,Ranunculus austro-oreganus,Southern Oregon buttercup,S3,Track all extant and selected historical EOs
PDBRA160E3,G2G3,8452.0,Erysimum concinnum,Pacific wallflower,S1,Track all extant and selected historical EOs
PPPOL02150,G4?,9395.0,Polypodium calirhiza,Hotroot polypody,SNR,Track all extant and selected historical EOs
PDCAR0U080,G4G5,365294.0,Silene bridgesii,Bridges' catchfly,SNR,Track all extant and selected historical EOs
PDASTDT0F1,G5?T4,365344.0,Pyrrocoma racemosa var. paniculata,Panicled goldenweed,S2?,Track all extant and selected historical EOs
PDSCR0D1S0,G2,8988.0,Castilleja levisecta,Golden paintbrush,SX,Track all extant and selected historical EOs
PPDRY0R060,G4,9367.0,Polystichum californicum,California sword-fern,S2,Track all extant and selected historical EOs
PMORC1Y0J0,G5,9315.0,Platanthera obtusata,Small northern bog-orchid,S1,Track all extant and selected historical EOs
PDFAB0F3M1,G4T4,9433.0,Astragalus geyeri var. geyeri,Geyer's milk-vetch,S2?,Track all extant and selected historical EOs
PDFAB402S0,GH,365334.0,Trifolium siskiyouense,Siskiyou clover,SH,Track all extant and selected historical EOs
PMPOA1L010,G3G5,13844.0,Coleanthus subtilis,Moss grass,S2?,Track all extant and selected historical EOs
PMPOA3X0F0,G4,12854.0,Melica smithii,Smith's melicgrass,S2?,Track all extant and selected historical EOs
PDRAN0B1D0,G1,8874.0,Delphinium pavonaceum,Peacock larkspur,S1,Track all extant and selected historical EOs
PDAST3M1U0,G2,8298.0,Erigeron howellii,Howell's daisy,S2,Track all extant and selected historical EOs
PMCYP03NW0,GNR,12547.0,Carex davyi,Davy's sedge,S1,Track all extant and selected historical EOs
PDAST200H0,G3,13869.0,Chaenactis suffrutescens,Shasta pincushion,S1,Track all extant and selected historical EOs
PDPGN08498,G5T2,8787.0,Eriogonum nudum var. paralinum,Del Norte buckwheat,SNR,Track all extant and selected historical EOs
PDAST3M2W0,G3,8300.0,Erigeron oreganus,Oregon daisy,S2,Track all extant and selected historical EOs
PDROS0W0F2,G4G5T4?,8914.0,Horkelia tridentata ssp. tridentata,Three-toothed horkelia,S1,Track all extant and selected historical EOs
PPASP02250,G5,9365.0,Asplenium viride,Green spleenwort,S1,Track all extant and selected historical EOs
PMCYP090H0,G3?,14049.0,Eleocharis decumbens,Decumbent spikerush,SNR,Track all extant and selected historical EOs
PDSCR0R060,G2G3,9010.0,Gratiola heterosepala,Boggs Lake hedge-hyssop,S1,Track all extant and selected historical EOs
PDPRI02031,G5?T3T4,8855.0,Androsace elongata ssp. acuta,Long-stemmed androsace,S1,Track all extant and selected historical EOs
PMCYP06010,G5,9165.0,Cyperus acuminatus,Short-pointed cyperus,S1,Track all extant and selected historical EOs
PMCYP02020,G5,9113.0,Bulbostylis capillaris,Densetuft hairsedge,SH,Track all extant and selected historical EOs
PDLAM0G020,G5,13835.0,Dracocephalum parviflorum,American dragonhead,S2?,Track all extant and selected historical EOs
PDPLM0D1B0,G4,8832.0,Phlox multiflora,Many-flowered phlox,S1,Track all extant and selected historical EOs
PMLIL0C0L0,GNR,9237.0,Brodiaea californica,California brodiaea,SNR,Track all extant and selected historical EOs
PPOPH01070,G5,9379.0,Botrychium lanceolatum,Lance-leaved grape-fern,S3,Track all extant and selected historical EOs
PMPOA4Z0Z4,G5T5,418172.0,Poa glauca ssp. glauca,Timberline bluegrass,SNR,Track all extant and selected historical EOs
PDNYC0A0U0,G1,8755.0,Mirabilis macfarlanei,Macfarlane's four-o'clock,S1,Track all extant and selected historical EOs
PDCHE0J090,G5,365342.0,Salicornia rubra,Red glasswort,SNR,Track all extant and selected historical EOs
PDSCR0D3N0,G2,9003.0,Castilleja mendocinensis,Mendocino coast paintbrush,S1,Track all extant and selected historical EOs
PMCYP061Z1,G5T5,9632.0,Cyperus lupulinus ssp. lupulinus,Great Plains flatsedge,S1,Track all extant and selected historical EOs
PDHYD0C2W0,G4,8698.0,Phacelia malvifolia,Mallow-leaved phacelia,SH,Track all extant and selected historical EOs
PDBRA160C2,G5,365290.0,Erysimum inconspicuum,Small wallflower,SNR,Track all extant and selected historical EOs
PDBRA2E020,G2,8467.0,Stanleya confertiflora,Biennial stanleya,S2,Track all extant and selected historical EOs
PMCYP03GP0,G1Q,12555.0,Carex tiogana,Tioga Pass sedge,S1,Track all extant and selected historical EOs
PDAST5L0G0,G4,8324.0,Lasthenia maritima,Maritime goldfields,S1,Track all extant and selected historical EOs
PDBOR0V0E0,G1G2,8408.0,Plagiobothrys hirtus,Rough popcorn flower,S1S2,Track all extant and selected historical EOs
PDBRA2N052,G1T1,8474.0,Thelypodium howellii ssp. spectabilis,Howell's spectacular thelypody,S1,Track all extant and selected historical EOs
PMJUN011K0,G3,9199.0,Juncus kelloggii,Kellogg's dwarf rush,S2?,Track all extant and selected historical EOs
PDAST3M350,G4,8303.0,Erigeron petrophilus,Cliff daisy,S2,Track all extant and selected historical EOs
PDAPI1B2F0,G2G3,8219.0,Lomatium packardiae,Packard's lomatium,SNR,Track all extant and selected historical EOs
PPLYC01090,G5,9373.0,Diphasiastrum complanatum,Ground cedar,S2,Track all extant and selected historical EOs
PMCYP03DE0,G5,14037.0,Carex sychnocephala,Many-headed sedge,S1,Track all extant and selected historical EOs
PDONA060F0,G5,365307.0,Epilobium leptocarpum,Low willowherb,SNR,Track all extant and selected historical EOs
PDBOR0V030,G4,8405.0,Plagiobothrys austiniae,Austin's plagiobothrys,S2?,Track all extant and selected historical EOs
PPOPH010W0,G3G4,9392.0,Botrychium campestre,Prairie moonwort,S1,Track all extant and selected historical EOs
PDFAB401B0,G3,8639.0,Trifolium leibergii,Leiberg's clover,S2,Track all extant and selected historical EOs
PDLIN04010,G3G4,12091.0,Sclerolinon digynum,Northwestern yellow flax,S2?,Track all extant and selected historical EOs
PDSCR22050,G5,13848.0,Diplacus aurantiacus,Bush monkeyflower,SNR,Track all extant and selected historical EOs
PDSCR1L0R0,G2,9032.0,Penstemon barrettiae,Barrett's penstemon,S2,Track all extant and selected historical EOs
PDSCR0D0C0,G3,8980.0,Castilleja chlorotica,Green-tinged paintbrush,S3,Track all extant and selected historical EOs
PDBRA0K0W0,G2,8436.0,Cardamine pattersonii,Saddle Mt. bittercress,S2,Track all extant and selected historical EOs
PMCYP03D60,G5,12552.0,Carex subbracteata,Small-bract sedge,S2?,Track all extant and selected historical EOs
PDSAX0U010,G5,8969.0,Saxifraga adscendens,Wedge-leaf saxifrage,S1,Track all extant and selected historical EOs
PMCYP0F030,G5,9175.0,Kobresia simpliciuscula,Simple kobresia,S1,Track all extant and selected historical EOs
PMPOT03091,G5T5,13900.0,Stuckenia filiformis ssp. alpina,Northern slender-leaved pondweed,S2?,Track all extant and selected historical EOs
PDRUB0N0W2,G4TNR,13624.0,Galium grayanum var. nanum,Gray's bedstraw,SNR,Track all extant and selected historical EOs
PDBRA06150,G3,8423.0,Arabis mcdonaldiana,Red Mountain rockcress,S1,Track all extant and selected historical EOs
PDFAB250B0,G2?,8603.0,Lathyrus holochlorus,Thin-leaved peavine,S2,Track all extant and selected historical EOs
PDAST3M150,G3,8295.0,Erigeron disparipilus,White cushion erigeron,S2,Track all extant and selected historical EOs
PDAST3M270,G3,8299.0,Erigeron latus,Broad fleabane,S1?,Track all extant and selected historical EOs
PDPLM020D0,G1,8810.0,Collomia renacta,Barren Valley collomia,S1,Track all extant and selected historical EOs
PDPRI07020,G5,365318.0,Lysimachia ciliata,Fringed loosestrife,SNR,Track all extant and selected historical EOs
PMCYP0Q140,G5,9652.0,Scirpus pallidus,Pale bulrush,S2?,Track all extant and selected historical EOs
PDAST71017,G5T5,418163.0,Petasites frigidus var. frigidus,Alpine coltsfoot,SNR,Track all extant and selected historical EOs
PMCYP03KY0,G4,9445.0,Carex cordillerana,Cordilleran sedge,S2,Track all extant and selected historical EOs
PDPRI08050,G4,8861.0,Primula cusickiana,Wallowa primrose,S2,Track all extant and selected historical EOs
PMPOA531L0,G5,9340.0,Puccinellia pumila,Dwarf alkali grass,S2?,Track all extant and selected historical EOs
PDRAN040H1,G4T3,8864.0,Anemone oregana var. felix,Bog anemone,S1,Track all extant and selected historical EOs
PDASTEB030,G5,9507.0,Eurybia merita,Arctic aster,SNR,Track all extant and selected historical EOs
PDELT02030,G5,9551.0,Elatine brachysperma,Short-seeded waterwort,S1,Track all extant and selected historical EOs
PMIRI0D0S0,G1G2,9190.0,Sisyrinchium hitchcockii,Hitchcock's blue-eyed grass,S1,Track all extant and selected historical EOs
PDROS0X0G1,G2T2,8916.0,Ivesia rhypara var. rhypara,Grimy ivesia,S1,Track all extant and selected historical EOs
PDLIM02041,G4T3,8711.0,Limnanthes floccosa ssp. bellingeriana,Bellinger's meadow-foam,S2,Track all extant and selected historical EOs
PDROS0S0E0,G5,8906.0,Geum rossii,Slender-stemmed avens,S2,Track all extant and selected historical EOs
PMLIL02095,G4T3,9213.0,Allium bolanderi var. bolanderi,Bolander onion,S2?,Track all extant and selected historical EOs
PMLIL02101,G4G5T4,9220.0,Allium geyeri var. geyeri,Geyer's onion,S1,Track all extant and selected historical EOs
PDPLM0D0Z0,G3,8830.0,Phlox hendersonii,Henderson phlox,S1,Track all extant and selected historical EOs
PDRUB0N0E8,G5T4?,12826.0,Galium californicum ssp. californicum,California bedstraw,SNR,Track all extant and selected historical EOs
PMJUN020W0,G3,9207.0,Luzula orestera,Sierra woodrush,S1,Track all extant and selected historical EOs
PDNYC010N2,G4G5T2,8751.0,Abronia umbellata ssp. breviflora,Pink sandverbena,S1,Track all extant and selected historical EOs
PDAST0S170,G4,8256.0,Artemisia papposa,Owyhee sagebrush,S2,Track all extant and selected historical EOs
PDCAM0N051,G5T5,365293.0,Triodanis biflora,Small Venus'-looking glass,SNR,Track all extant and selected historical EOs
PDBRA27060,G3,8463.0,Rorippa columbiae,Columbia cress,S3,Track all extant and selected historical EOs
PMJCG02040,G5,13629.0,Triglochin palustris,Slender bog arrowgrass,S2,Track all extant and selected historical EOs
PDAST8H300,G4G5,9655.0,Senecio sphaerocephalus,Mountain-marsh butterweed,S1?,Track all extant and selected historical EOs
PDAST0Q0R0,G4,8246.0,Arnica viscosa,Shasta arnica,S2,Track all extant and selected historical EOs
PDSCR1L2L1,G4T1T3,365309.0,Penstemon glandulosus var. chelanensis,Chelan penstemon,SNR,Track all extant and selected historical EOs
PDBOR0A0U0,G4,13638.0,Cryptantha echinella,Prickly cryptantha,SNR,Track all extant and selected historical EOs
PDCHE09120,G3G4,14040.0,Chenopodium nevadense,Nevada goosefoot,SNR,Track all extant and selected historical EOs
PDBRA0S020,G5,13625.0,Cochlearia groenlandica,Scurvygrass,S1,Track all extant and selected historical EOs
PDCON06040,G5,365332.0,Cressa truxillensis,Spreading alkali weed,SNR,Track all extant and selected historical EOs
PDBOR0V0X0,G2G3,8410.0,Plagiobothrys salsus,Desert allocarya,S1,Track all extant and selected historical EOs
PDHYD0C4K0,G4,9489.0,Phacelia tetramera,Dwarf phacelia,S2,Track all extant and selected historical EOs
PDPOR04080,G4,8849.0,Lewisia leeana,Lee's lewisia,S2,Track all extant and selected historical EOs
PMLIL1U010,G4?,12195.0,Scoliopus bigelovii,California fetid adder's-tongue,S1,Track all extant and selected historical EOs
PMLIL0D1N0,G1,9254.0,Calochortus coxii,Cox's mariposa-lily,S1,Track all extant and selected historical EOs
PDPGN0L1Y2,G4G5T3,365346.0,Polygonum polygaloides ssp. esotericum,Water knotweed,SNR,Track all extant and selected historical EOs
PDPLM0D1A0,G2G3,8831.0,Phlox mollis,Soft phlox,S1,Track all extant and selected historical EOs
PDSCR0T050,G4,9011.0,Keckiella lemmonii,Bush beardtongue,S1,Track all extant and selected historical EOs
PPMAR02010,G4?,9377.0,Pilularia americana,American pillwort,S2,Track all extant and selected historical EOs
PDSAX02010,G3,8958.0,Bensoniella oregana,Bensonia,S2,Track all extant and selected historical EOs
PDVIO041L2,G5T3T5,13640.0,Viola praemorsa ssp. praemorsa,Upland yellow violet,SNR,Track all extant and selected historical EOs
PDBRA11490,G5,365289.0,Draba oligosperma,Few-seed whitlow-grass,SNR,Track all extant and selected historical EOs
PDAST69050,G5,365354.0,Matricaria occidentalis,Valley pineapple weed,SNR,Track all extant and selected historical EOs
PDROS1P030,G5,8930.0,Sorbus californica,California mountain ash,SNR,Track all extant and selected historical EOs
PDROS1B1A0,G5T5,365322.0,Potentilla supina ssp. paradoxa,Bushy cinquefoil,SNR,Track all extant and selected historical EOs
PDFAB0F2W1,G4T2,8568.0,Astragalus diaphanus var. diurnus,South John Day milk-vetch,S2,Track all extant and selected historical EOs
PDLAM1G070,G4G5,365305.0,Physostegia parviflora,Purple dragonhead,SNR,Track all extant and selected historical EOs
PDAPI1B230,G3,8216.0,Lomatium watsonii,Watson's desert-parsley,S1,Track all extant and selected historical EOs
PPMAR01080,G5,12848.0,Marsilea vestita,Hairy water-fern,SNR,Track all extant and selected historical EOs
PDBRA2N064,G5T5?,365292.0,Thelypodium integrifolium ssp. integrifolium,Entire-leaved thelypody,SNR,Track all extant and selected historical EOs
PMIRI0D170,G2,9191.0,Sisyrinchium sarmentosum,Pale blue-eyed grass,S1,Track all extant and selected historical EOs
PDAPI27050,G2G3,8231.0,Tauschia howellii,Howell's tauschia,S1,Track all extant and selected historical EOs
PMPOA5H010,G5,12921.0,Scolochloa festucacea,Common rivergrass,S2?,Track all extant and selected historical EOs
PDCAR0X0H0,G5,8514.0,Stellaria humifusa,Creeping starwort,S1,Track all extant and selected historical EOs
PMLIL021Z0,G3,9228.0,Allium robinsonii,Robinson's onion,SX,Track all extant and selected historical EOs
PDPAP0G030,G2,8776.0,Meconella oregana,White meconella,S1,Track all extant and selected historical EOs
PPOPH01080,G5,9380.0,Botrychium lunaria,Moonwort,S2,Track all extant and selected historical EOs
PMZOS03030,G4,12564.0,Phyllospadix serrulatus,Serrulate surf-grass,SNR,Track all extant and selected historical EOs
PDAST2E1Z5,G3G4T3T4,14043.0,Cirsium occidentale var. venustum,Venus thistle,SNR,Track all extant and selected historical EOs
PMPOA04070,G3G4,13851.0,Agrostis densiflora,California bentgrass,S2?,Track all extant and selected historical EOs
PDAST6E061,G4T4,8334.0,Microseris douglasii ssp. douglasii,Douglas' microseris,SH,Track all extant and selected historical EOs
PDLAM1K070,G4,8708.0,Pogogyne floribunda,Profuse-flowered pogogyne,S1,Track all extant and selected historical EOs
PDROS0W090,G1G2,8912.0,Horkelia hendersonii,Henderson's horkelia,S1S2,Track all extant and selected historical EOs
PDSAX04080,G2G4,420132.0,Boykinia intermedia,Sierra brookfoam,SNR,Track all extant and selected historical EOs
PDAST3M133,G1G2,365419.0,Erigeron decumbens,Willamette Valley daisy,S1S2,Track all extant and selected historical EOs
PDPGN04042,G5T2T4,365313.0,Chorizanthe brevicornu var. spathulata,Brittle spineflower,SNR,Track all extant and selected historical EOs
PDROS0Q010,G2G3,8904.0,Filipendula occidentalis,Queen-of-the-forest,S2,Track all extant and selected historical EOs
PMJUN010M0,G4,9195.0,Juncus capillaris,Hairstemmed rush,S1?,Track all extant and selected historical EOs
PMJUN01320,G3G4,13846.0,Juncus uncialis,Inch-high rush,S2,Track all extant and selected historical EOs
PDPRI09051,G5,8862.0,Samolus parviflorus,Water-pimpernel,SNR,Track all extant and selected historical EOs
PMLIL02212,G3T4?,9230.0,Allium sanbornii var. sanbornii,Sanborn's onion,SNR,Track all extant and selected historical EOs
PMLIL0Z022,G2T2,9279.0,Hastingsia bracteosa var. bracteosa,Large-flowered rush-lily,S2,Track all extant and selected historical EOs
PDFAB430C0,G5,365299.0,Vicia hassei,Hass' vetch,SNR,Track all extant and selected historical EOs
PDAST61020,G3,8325.0,Luina serpentina,Colonial luina,S3,Track all extant and selected historical EOs
PDAST7W010,G5,8340.0,Rafinesquia californica,California chicory,S2,Track all extant and selected historical EOs
PMCYP03920,G5,9145.0,Carex nardina,Spikenard sedge,S2?,Track all extant and selected historical EOs
PDFAB0F4N0,G2,11933.0,Astragalus lemmonii,Lemmon's milk-vetch,S1,Track all extant and selected historical EOs
PDAST8Y050,G4,8349.0,Stylocline psilocarphoides,Malheur stylocline,SH,Track all extant and selected historical EOs
PDPLM02070,G3,8808.0,Collomia mazama,Mt. Mazama collomia,S3,Track all extant and selected historical EOs
PMPOA17100,G5,365932.0,Calamagrostis purpurascens,Purple reedgrass,SNR,Track all extant and selected historical EOs
PDBRA2N062,G5T5,365335.0,Thelypodium integrifolium ssp. complanatum,Entire-leaved thelypody,SNR,Track all extant and selected historical EOs
PMPOA2H083,G5T4?,12810.0,Elymus glaucus ssp. virescens,Smooth wildrye,S2?,Track all extant and selected historical EOs
PDAPI1B0K0,G3,8197.0,Lomatium engelmannii,Engelmann's desert-parsley,S1,Track all extant and selected historical EOs
PMLEM01080,G5,365356.0,Lemna valdiviana,Valdivia duckweed,SNR,Track all extant and selected historical EOs
PDSCR1L4W0,G3,365351.0,Penstemon pennellianus,Blue Mountain penstemon,S2?,Track all extant and selected historical EOs
PDFAB0F5E3,G3T2?,11927.0,Astragalus misellus var. misellus,Pauper milk-vetch,S2?,Track all extant and selected historical EOs
PDCRA0A0P0,G2,8529.0,Sedum moranii,Rogue River stonecrop,S2,Track all extant and selected historical EOs
PDSOL0Z1K0,G4,9064.0,Solanum parishii,Parish's horse-nettle,S2,Track all extant and selected historical EOs
PPOPH010L0,G4,9386.0,Botrychium crenulatum,Crenulate grape-fern,S2,Track all extant and selected historical EOs
PPOPH010R0,G5,9388.0,Botrychium minganense,Gray moonwort,S3,Track all extant and selected historical EOs
PDRAN0L0Z3,G2,8885.0,Ranunculus triternatus,Dalles Mt. buttercup,S1,Track all extant and selected historical EOs
PDCAR0X171,G5T5,365295.0,Stellaria borealis ssp. borealis,Boreal starwort,SNR,Track all extant and selected historical EOs
PDSAX0W010,G5,365337.0,Suksdorfia ranunculifolia,Buttercup-leaved suksdorfia,SNR,Track all extant and selected historical EOs
PMPOA4R050,G4G5,13628.0,Phalaris californica,California canarygrass,S2?,Track all extant and selected historical EOs
PMSCH02010,G5,9351.0,Scheuchzeria palustris,Rannoch-rush,S2,Track all extant and selected historical EOs
PMCYP03EC0,G4,9161.0,Carex vernacula,Native sedge,S2,Track all extant and selected historical EOs
PMCYP0Q160,G5,9183.0,Scirpus pendulus,Drooping bulrush,S1,Track all extant and selected historical EOs
PMCYP0H040,G5,9572.0,Lipocarpha micrantha,Small-flowered lipocarpha,S1?,Track all extant and selected historical EOs
PDHYD0E050,G3,8703.0,Romanzoffia thompsonii,Thompson mistmaiden,S3,Track all extant and selected historical EOs
PPOPH010K0,G3G4,9385.0,Botrychium montanum,Mountain grape-fern,S2,Track all extant and selected historical EOs
PMLIL0D0K0,G3,9240.0,Calochortus howellii,Howell's mariposa-lily,S2,Track all extant and selected historical EOs
PDFAB250J0,G3G4,13885.0,Lathyrus littoralis,Beach peavine,SNR,Track all extant and selected historical EOs
PDRAN0B181,G2T2,8872.0,Delphinium nuttallii,Nuttall's larkspur,S1,Track all extant and selected historical EOs
PDFAB400T0,G3,8637.0,Trifolium douglasii,Douglas clover,S2,Track all extant and selected historical EOs
PDBRA22050,G5,8459.0,Physaria chambersii,Chambers' bladder-pod,S2,Track all extant and selected historical EOs
PDCAM0A010,G3,8490.0,Howellia aquatilis,Howellia,S1,Track all extant and selected historical EOs
PMCYP0Q1G0,G5,9184.0,Schoenoplectus subterminalis,Water clubrush,S2,Track all extant and selected historical EOs
PDCAR060R0,G5,13866.0,Cerastium beeringianum,Bering mouse-ear chickweed,SNR,Track all extant and selected historical EOs
PDRAN0M010,G5,8889.0,Thalictrum alpinum,Alpine meadow-rue,S2,Track all extant and selected historical EOs
PDAPI0P040,G4,418168.0,Conioselinum scopulorum,Rocky Mountain hemlock parsley,SNR,Track all extant and selected historical EOs
PDLAM03030,G3G4,8704.0,Agastache cusickii,Cusick's giant-hyssop,S2,Track all extant and selected historical EOs
PDMAL110H0,G2G3,8741.0,Sidalcea nelsoniana,Nelson's sidalcea,S2,Track all extant and selected historical EOs
PDBOR0A2W0,G4,8388.0,Cryptantha simulans,Pine woods cryptantha,S2,Track all extant and selected historical EOs
PDAST660E0,G5,8327.0,Malacothrix sonchoides,Sow-thistle desert-dandelion,S1,Track all extant and selected historical EOs
PDAST8H2G0,G4,8346.0,Packera porteri,Porter's butterweed,SH,Track all extant and selected historical EOs
PDAPI1B2H0,G2,8221.0,Lomatium ochocense,Ochoco lomatium,S2,Track all extant and selected historical EOs
PDPRI030L0,G2,8857.0,Dodecatheon austrofrigidum,Frigid shootingstar,S2,Track all extant and selected historical EOs
PDPLM0C110,G1,9513.0,Navarretia willamettensis,Willamette navarretia,S1,Track all extant and selected historical EOs
PDAPI0U0H0,G4,8189.0,Cymopterus longipes var. ibapensis,Ibapah wavewing,S2?,Track all extant and selected historical EOs
PDFAB2B0J2,G5T1,8611.0,Lupinus lepidus var. ashlandensis,Mt. Ashland lupine,S1,Track all extant and selected historical EOs
PDFAB2B193,G1T1,8617.0,Lupinus lepidus var. cusickii,Cusick's lupine,S1,Track all extant and selected historical EOs
PDRAN07040,G3,8867.0,Actaea laciniata,Mt. Hood bugbane,S3,Track all extant and selected historical EOs
PDAST8H1A0,G4,8344.0,Packera flettii,Flett's groundsel,S2,Track all extant and selected historical EOs
PDAST11047,G3,8261.0,Balsamorhiza lanata,Woolly balsamroot,S1,Track all extant and selected historical EOs
PMCYP03L80,G5,12618.0,Carex micropoda,Small-footed sedge,S1,Track all extant and selected historical EOs
PDMNY01010,G5,8744.0,Nephrophyllidium crista-galli,Deer-cabbage,SNR,Track all extant and selected historical EOs
PMPOT030K0,G4G5,9595.0,Stuckenia striata,Nevada pondweed,S1?,Track all extant and selected historical EOs
