name,label,sname,author,scomname,s_rank,eo_track_status_desc,explorer,egt_uid,family,ELCODE_BCD,NAME_CATEGORY_DESC,growth_habit,element_type,duration
7270,Ameletus quadratus : A mayfly,Ameletus quadratus,"Zloty and Harper, 1999",A mayfly,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.114931,ELEMENT_GLOBAL.2.114931,Ameletidae,IIEPH15330,Invertebrate Animal,,Animal,
7267,Ameletus tolae : A mayfly,Ameletus tolae,"Zloty, 1996",A mayfly,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.120563,ELEMENT_GLOBAL.2.120563,Ameletidae,IIEPH15270,Invertebrate Animal,,Animal,
7194,Amerigoniscus malheurensis : Malheur isopod,Amerigoniscus malheurensis,"Schultz, 1982",Malheur isopod,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.118706,ELEMENT_GLOBAL.2.118706,Trichoniscidae,ICMAL02020,Invertebrate Animal,,Animal,
13096,Andrena winnemuccana : A miner bee,Andrena winnemuccana,"LaBerge, 1973",A miner bee,S2?,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.844193,ELEMENT_GLOBAL.2.844193,Andrenidae,IIHYM35500,Invertebrate Animal,,Animal,
366229,Anodonta californiensis : California floater,Anodonta californiensis,"I. Lea, 1852",California floater,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1066185,ELEMENT_GLOBAL.2.1066185,Unionidae,IMBIV04220,Invertebrate Animal,,Animal,
7881,Anodonta nuttalliana : Winged floater,Anodonta nuttalliana,"I. Lea, 1838",Winged floater,S2?,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.108236,ELEMENT_GLOBAL.2.108236,Unionidae,IMBIV04100,Invertebrate Animal,,Animal,
7882,Anodonta oregonensis : Oregon floater,Anodonta oregonensis,"I. Lea, 1838",Oregon floater,S3?,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.107605,ELEMENT_GLOBAL.2.107605,Unionidae,IMBIV04110,Invertebrate Animal,,Animal,
7874,Apochthonius forbesi : Forbes pseudoscorpion,Apochthonius forbesi,"Benedict, 1979",Forbes pseudoscorpion,SH,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.114456,ELEMENT_GLOBAL.2.114456,Chthoniidae,ILARA29090,Invertebrate Animal,,Animal,
7873,Apochthonius malheuri : Malheur pseudoscorpion,Apochthonius malheuri,"Benedict and Malcolm, 1973",Malheur pseudoscorpion,S1,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.119707,ELEMENT_GLOBAL.2.119707,Chthoniidae,ILARA29020,Invertebrate Animal,,Animal,
7487,Argynnis coronis coronis : Coronis fritillary,Argynnis coronis coronis,"Behr, 1864",Coronis fritillary,S2,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.110128,ELEMENT_GLOBAL.2.110128,Nymphalidae,IILEPJ6071,Invertebrate Animal,,Animal,
366211,Argynnis leto eileenae : Great spangled fritillary - California subpopulation,Argynnis leto eileenae,"(J. Emmel, T. Emmel and Mattoon, 1998)",Great spangled fritillary - California subpopulation,S1?,Track all extant and selected historical EOs,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.121023,ELEMENT_GLOBAL.2.121023,Nymphalidae,IILEPJ6024,Invertebrate Animal,,Animal,
